price,area,area_unit,city,location,property_type,bedrooms,bathrooms,built_in_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms,listing_url
2.85 Crore,10,Marla,Islamabad,,House,Bathrooms,Servant Quarters,,Lobby in Building,Drawing Room,Steam Room,Study Room,,https://www.zameen.com/Property/dha_phase_5_sector_h_askari_heights_4_askari_heights_4_flat_for_sale-48203804-21450-1.html
2.5 Crore,5,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_sale_a_house_in_islamabad_prime_location-54357201-8527-1.html
13.5 Crore,14.2,Marla,Islamabad,"G-11, Islamabad9714.2 Marla",House,Bathrooms: 9,Servant Quarters: 1,2016,5,1,1,3,,https://www.zameen.com/Property/islamabad_g-11_luxury_triple_storey_house_40x80_for_sale_in_g-11_2_islamabad-54249820-168-1.html
9.8 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,,,,https://www.zameen.com/Property/kashmir_highway_eighteen_1_kanal_luxury_villa_ready_to_move_for_sale_in_eighteen_islamabad_stunning_parkway_views-54360507-12602-1.html
80 Lakh,2.8,Marla,Islamabad,,House,Bathrooms: 1,Kitchens: 1,2024,1,,,1,,https://www.zameen.com/Property/bahria_enclave_cube_apartments_studio_apartment_in_cube_apartments_available_for_sale_on_prime_location_and_reasonable_price-54314975-21520-1.html
11.65 Crore,1,Kanal,Islamabad,,House,Bathrooms: 3,Servant Quarters: 8,2025,2,8,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_house_in_dha_defence_phase_2-52365306-339-1.html
12 Crore,2.3,Kanal,Islamabad,"Bani Gala, Islamabad552.3 Kanal",House,Bathrooms: 5,Servant Quarters: 1,2015,7,1,1,1,,https://www.zameen.com/Property/islamabad_bani_gala_good_45_marla_house_for_sale_in_bani_gala-45750035-340-1.html
1.15 Crore,3.6,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2024,Lobby in Building,1,1,2,,https://www.zameen.com/Property/e_11_makkah_tower_one_bed_flat_near_to_main_marghla_road_makkah_tower_available_for_sale-53154686-13376-1.html
6.5 Crore,7,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,,,1,Lounge or Sitting Room,2,2,https://www.zameen.com/Property/g_13_g-13_3_7_marla_house_for_sale-54046776-3339-1.html
13.8 Crore,1,Kanal,Islamabad,,House,Bathrooms: 5,Servant Quarters,2025,Double Glazed Windows,Drawing Room,Steam Room,Study Room,,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_dha_phase_2_sector_e_house_for_sale-54089870-3200-1.html
3 Crore,5,Marla,Islamabad,Faisal Town - F-18,House,Bathrooms: 6,Servant Quarters: 1,2026,1,1,1,2,,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_luxury_5_marla_brand_new_house_for_sale_in_faisal_town_islamabad-54366090-8260-1.html
2.5 Crore,5,Marla,Islamabad,Faisal Town - F-18,House,Bathrooms: 6,Servant Quarters: 1,2022,01,1,01,1,,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_05_marla_house_available_for_sale_in_faisal_town_islamabad-53011641-8260-1.html
3.5 Crore,4,Marla,Islamabad,I-10,House,Bathrooms: 6,Servant Quarters: 1,2025,1,1,,6,,https://www.zameen.com/Property/islamabad_i-10_triple_storey_brand_new_house_available_for_sale_in_i-10_1_islamabad-53956499-173-1.html
5 Crore,6.9,Marla,Islamabad,"Diplomatic Enclave, Islamabad226.9 Marla",House,Bathrooms: 2,Servant Quarters,2021,Lobby in Building,Drawing Room,Steam Room,Study Room,,https://www.zameen.com/Property/islamabad_diplomatic_enclave_fully_furnished_luxurious_flat_available_for_sale_in_diplomatic_enclave-49265275-429-1.html
6.75 Crore,7.1,Marla,Islamabad,"Karakoram Diplomatic Enclave, Islamabad237.1 Marla",House,Bathrooms: 2,Servant Quarters,2018,Lobby in Building,Drawing Room,Steam Room,1,,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_fully_furnished_flat_available_for_sale_in_diplomatic_enclave-50448773-9063-1.html
14.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 7,Servant Quarters: 2,2026,3,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2_sector_b_islamabad-54323538-339-1.html
40 Crore,5,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2025,5,2,2,2,,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_a_5_kanal_furnished_farmhouse_available_for_sale_in_gulberg_green_islamabad-54368584-8313-1.html
1 Crore,3.3,Marla,Islamabad,,House,Bathrooms: 1,Servant Quarters: 2,2025,1,2,2,1,,https://www.zameen.com/Property/tarnol_fazaia_housing_scheme_one_bed_apartment_for_sale_in_falcon_alpha-53575960-10314-1.html
1.95 Crore,5.6,Marla,Islamabad,,House,Bathrooms: 2,Drawing Room,2025,1,,1,1,,https://www.zameen.com/Property/tarnol_fazaia_housing_scheme_two_bed_apartment_for_sale_falcon_alpha-53577592-10314-1.html
1.7 Crore,8,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2025,2,1,,1,,https://www.zameen.com/Property/dha_valley_dha_homes_dha_8_marla_double_storey_beautiful_location_house_sale_resinable_price-54343643-3226-1.html
2.42 Crore,5.4,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/top_city_1_kmk_towers_kmk_towers_flat_sized_1212_square_feet_is_available-54316331-17957-1.html
3.8 Crore,5,Marla,Islamabad,,House,Bathrooms: 05,Servant Quarters: 02,2026,02,02,1,02,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_marla_house_in_central_dha_defence_phase_5_for_sale-54013076-10991-1.html
9.25 Crore,1,Kanal,Islamabad,,House,Bathrooms: 07,Servant Quarters: 02,2026,03,02,1,03,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_buying_a_house_in_dha_defence_phase_5_islamabad-53925522-10991-1.html
1.75 Crore,5.5,Marla,Islamabad,,House,2,Drawing Room,2026,1,,1,1,,https://www.zameen.com/Property/g_15_zarkon_heights_2_bed_for_sale_in_zarkon_heights_g15_islamabad_block_e-54314422-10169-1.html
13.5 Crore,1,Kanal,Islamabad,Islamabads Masterpiece Elegant Corn...more,House,Bathrooms: 6,Servant Quarters: 2,2026,3,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_islamabads_masterpiece_elegant_corner_house_for_sale_in_dha_phase_2-54266799-339-1.html
14 Crore,1,Kanal,Islamabad,Faisal Town - F-18,House,12,Servant Quarters: 1,,,1,,1,,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_triple_storey_1_kanal_house_for_sale_in_faisal_town_-_f-18-54324871-8260-1.html
2.7 Crore,12,Marla,Islamabad,,House,3,Servant Quarters: 1,2026,2,1,1,1,,https://www.zameen.com/Property/dha_defence_phase_5_askari_heights_5_askari_heights_5_flat_for_sale-53813989-22450-1.html
2.95 Crore,12,Marla,Islamabad,,House,4,Servant Quarters: 11,2026,2,11,11,1,,https://www.zameen.com/Property/dha_defence_phase_5_askari_heights_5_askari_heights_5_4_bed_flat_for_sale-53839052-22450-1.html
6 Crore,8,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,,2,,https://www.zameen.com/Property/g_14_g-14_3_in_islamabad_you_can_find_the_perfect_on_excellent_location_house_for_sale-54354588-3345-1.html
12.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 5,Servant Quarters,2025,Double Glazed Windows,Drawing Room,Steam Room,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53583491-339-1.html
12.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2025,3,1,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_investor_s_choice_2_kanal_modern_house_near_giga_mall-54238552-339-1.html
1.38 Crore,7.5,Marla,Islamabad,,House,3,,,,,,,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_1695_square_feet_flat_available_for_sale_in_bahria_enclave_-_sector_h_if_you_hurry-54343462-11983-1.html
1.5 Crore,10.7,Marla,Islamabad,"E-11, Islamabad4510.7 Marla",House,4,Servant Quarters: 1,,,1,1,1,,https://www.zameen.com/Property/islamabad_e-11_urgent_sale_4_bed_maid_room_apartment_with_margalla_view_in_fortune_residency_e-11_4_islamabad-54343734-329-1.html
2.7 Crore,7,Marla,Islamabad,Bani Gala,House,Bathrooms: 6,Servant Quarters: 1,2025,2,1,Steam Room,2,,https://www.zameen.com/Property/islamabad_bani_gala_7_marla_double_storey_house_for_sale_in_bani_gala_islamabad-54011008-340-1.html
1.75,4,Kanal,Islamabad,,House,,,1995,5,,,,,https://www.zameen.com/Property/f_6_f-6_3_house_available_for_sale_in_f-6_3-54351019-3301-1.html
3.65 Crore,7,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/g_15_g-15_1_7_marla_house_in_g-15_1_is_best_option-54367394-3348-1.html
5.75 Crore,8,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2020,2,2,1,2,,https://www.zameen.com/Property/g_13_g-13_2_7_marla_excellent_like_brand_new_house_for_sale_in_g-13_islamabad-53399317-3338-1.html
6.1 Crore,7,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2022,3,1,1,2,,https://www.zameen.com/Property/g_13_g-13_2_7_marla_like_that_brand_new_luxury_and_elegant_design_street_corner_house_available_for_sale_in_g13-2_islamabad_with_all_basic_amenities_at_reasonable_demand-54175667-3338-1.html
2.65 Crore,5,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2026,1,1,1,1,,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_brand_new_designer_house_available_for_sale-54368524-3115-1.html
10.8 Crore,1,Kanal,Islamabad,,House,Bathrooms: 8,Servant Quarters: 2,2026,4,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_simple_effective_titles_1_kanal_beautiful_house_for_sale_in_dha_phase_2-54131304-339-1.html
10.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 2,Drawing Room,2023,1,,,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_designer_house_for_sale_near_giga_mall-54120620-339-1.html
10.8 Crore,1,Kanal,Islamabad,,House,5,Servant Quarters: 2,2025,3,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54104545-339-1.html
13.8 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2026,3,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_beautiful_house_for_sale_in_dha_phase_2_islamabad-54150609-339-1.html
11.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Drawing Room,2026,3,,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_beautiful_house_for_sale_in_dha_phase_2_islamabad-54152159-339-1.html
2.5 Crore,8.5,Marla,Islamabad,,House,3,Drawing Room,2024,1,,1,1,,https://www.zameen.com/Property/g_15_zarkon_heights_3_bed_for_sale_in_zarkon_heights_g15_islamabad-54314471-10169-1.html
3.25 Crore,8,Marla,Islamabad,Mumtaz City,House,,,,,,,1,,https://www.zameen.com/Property/islamabad_mumtaz_city_house_for_sale_situated_in_mumtaz_city-54244647-3464-1.html
11 Crore,14,Marla,Islamabad,,House,Bathrooms: 7,Servant Quarters: 1,2025,Double Glazed Windows,1,1,2,,https://www.zameen.com/Property/g_13_g-13_3_14_marla_40x80_house_for_sale_g-13_3_islamabad-54341542-3339-1.html
4.15 Crore,5,Marla,Islamabad,,House,Bathrooms: 3,Drawing Room,2026,2,,1,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_marla_house_for_sale_in_dha_phase_5_prime_location-54284067-10991-1.html
3.8 Crore,7,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2026,2,2,2,2,,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_house_for_sale_corner_7_marla_block_l-54254563-9122-1.html
3.6 Crore,5.6,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2026,1,1,1,2,,https://www.zameen.com/Property/g_15_g-15_3_5_marla_spanish_style_house_for_sale_in_fgeha_sector_g-15_3_nearly_kashmir_highway_islamabad-54123726-3350-1.html
2.35 Crore,7.6,Marla,Islamabad,,House,3,Servant Quarters: 1,2020,Lobby in Building,1,1,1,,https://www.zameen.com/Property/margalla_hills_2_capital_residencia_capital_residencia_e11_margalla_face_reserve_parking_flat_for_sale-53638335-10573-1.html
2.7 Crore,5,Marla,Islamabad,"Bahria Enclave Islamabad 
Sector B-...more",House,Bathrooms: 3,Servant Quarters: 1,2022,1,1,,1,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_bahria_enclave_sector_b1_5_marla_used_house_for_sale_in_most_prime_location-54359821-11972-1.html
7.25 Crore,1,Kanal,Islamabad,,House,Bathrooms: 3,Servant Quarters: 1,2024,2,1,1,1,,https://www.zameen.com/Property/fazaia_housing_scheme_fazaia_housing_scheme_block_b_1_kanal_double_story_house_60x90_600_sq_yds_in_block_b_for_sale-53128732-14684-1.html
1.45 Crore,5,Marla,Islamabad,Bani Gala,House,Bathrooms: 3,Drawing Room,2026,1,,Lounge or Sitting Room,1,,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_beautiful_semi_double_storey_for_sale_in_banigala-53983181-340-1.html
5.5 Crore,10,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,1,2,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_brand_new_designer_house_sector_f1_back_open_near_to_gate_bahria_enclave_islamabad_available_for_sale-54272143-11986-1.html
7.8 Crore,10,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_most_elegant_solid_constructed_house_for_sale_at_prime_location_of_dha-53211335-339-1.html
2.9 Crore,7,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/g_15_g-15_1_g-15_1_7_marla_house_up_for_sale-54367393-3348-1.html
3.6 Crore,10,Marla,Islamabad,PWD Housing Scheme,House,6,Drawing Room,,,,,2,,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_10_marla_house_for_sale_renovated_house_pwd_d_block-54236191-424-1.html
9 Crore,10.9,Marla,Islamabad,"G-13, Islamabad7610.9 Marla",House,Bathrooms: 7,Servant Quarters: 1,2025,4,1,1,2,,https://www.zameen.com/Property/islamabad_g-13_luxury_brand-new_double_unit_house_for_sale_sector_g-13-53116608-330-1.html
18 Crore,1,Kanal,Islamabad,G-13,House,6,Servant Quarters: 2,2025,5,2,1,2,,https://www.zameen.com/Property/islamabad_g-13_brand_new_luxury_1_kanal_corner_house_double_unit_6_bedrooms_two_driveways_prime_location_in_g-13-54338452-330-1.html
16.8 Crore,1,Kanal,Islamabad,G-13,House,6,Servant Quarters: 2,2025,4,2,1,2,,https://www.zameen.com/Property/islamabad_g-13_ultra-luxury_brand_new_1_kanal_house_for_sale_in_g-13_6_bedrooms_double_unit_premium_finishes-54338470-330-1.html
11 Crore,1,Kanal,Islamabad,,House,6,Servant Quarters,2026,Central Air Conditioning,Other Rooms,,,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_house_available_for_sale_at_dha_2-54105181-339-1.html
3.85 Crore,7,Marla,Islamabad,,House,Bathrooms: 6,Drawing Room,2026,2,,1,2,,https://www.zameen.com/Property/fechs_jinnah_gardens_7_marla_brand_new_house_for_sale_in_jinnah_garden-54345167-1420-1.html
4 Crore,8,Marla,Islamabad,,House,5,Servant Quarters: 1,2023,1,1,1,1,,https://www.zameen.com/Property/faisal_hills_faisal_hills_-_executive_block_luxury_8_marla_double_storey_house_executive_block_faisal_hills_5_bed_servant_room-53853325-16527-1.html
4 Crore,8,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters,,,Drawing Room,Steam Room,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_8_marla_designer_house_for_sale_c_block_b-17_islamabad-54368428-3118-1.html
2.8 Crore,5,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters,,Double Glazed Windows,Drawing Room,Laundry Room,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_5_marla_elegant_double_unit_house_for_sale_in_f_block_b-17_islamabad-54368393-8527-1.html
4.2 Crore,8,Marla,Islamabad,,House,Servant Quarters,,,Central Air Conditioning,Drawing Room,Lounge or Sitting Room,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8_marla_designer_house_for_sale-54368369-3120-1.html
4.5 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 3,Servant Quarters: 1,2005,Double Glazed Windows,1,1,1,,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_brand_new_luxury_house_for_sale-50442135-1383-1.html
1.93 Crore,5.4,Marla,Islamabad,"Faisal Town - F-18, IslamabadInstallmentsPKR1.95 Lakh/month225.4 Marla",House,,,,,,,,,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_faisal_heights_two_beds_luxury_apartments-53056316-8260-1.html
67 Lakh,4.1,Marla,Islamabad,PHA Apartments I-16 Islamabad Mein...more,House,2,,,,,,,,https://www.zameen.com/Property/i_16_i-16_3_pha_2_bed_apartment_i-16_3_for_sale-54229915-3437-1.html
1.18 Crore,6.7,Marla,Islamabad,,House,3,,2018,Lobby in Building,,,,,https://www.zameen.com/Property/i_16_i-16_3_pha_3bed_1500sqf_apartment_i-16_3_for_sale-54339161-3437-1.html
3.22 Crore,6.7,Marla,Islamabad,,House,2,Drawing Room,,1,,,1,,https://www.zameen.com/Property/jinnah_gardens_mall_of_imarat_2_bed_apartment_on_installments-54339932-22031-1.html
6.3 Crore,6,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,,1,1,,1,,https://www.zameen.com/Property/g_9_g-9_4_reasonably-priced_prime_location_6_marla_house_in_g-9_4_islamabad_is_available_as_of_now-54033338-3387-1.html
6.5 Crore,11,Marla,Islamabad,,House,5,Servant Quarters: 1,2026,Double Glazed Windows,1,2,2,2,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_luxury_designer_corner_boulevard_house_for_sale_in_bahria_enclave_sector_c-1_11_marla_side_open_5_beds_prime_location-54223462-11987-1.html
49 Lakh,2.1,Marla,Islamabad,"B-17, Islamabad112.1 Marla",House,Bathrooms: 1,Servant Quarters: 1,2024,Lobby in Building,1,1,1,,https://www.zameen.com/Property/islamabad_b-17_one_bedroom_flat_directly_available_for_sale_in_green_height_b-17_islamabad_at_reasonable_price_in_block_a-50905833-616-1.html
4 Crore,8,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2026,2,1,Steam Room,1,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8_marla_designer_house_for_sale_in_b17_islamabada-54291500-3120-1.html
4.15 Crore,8,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2026,2,1,,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8_marla_brand_new_double_storey_double_unit_house_for_sale_in_multi_garden_b17_islamabad-54305947-3120-1.html
4.9 Crore,10,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2024,2,1,1,2,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_brand_new_luxury_villa-49189471-9231-1.html
4.78 Crore,10,Marla,Islamabad,,House,Bathrooms: 7,Servant Quarters: 1,2024,2,1,Steam Room,2,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_brand_new_10_marla_house_available_in_top_city_1_-_block_a_for_sale-52261602-9231-1.html
14.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2026,3,2,2,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxurious_designer_south_face_house_for_sale-53041859-339-1.html
2.9 Crore,5,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2026,1,1,1,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_5_marla_single_unit_main_double_road_corner_house_available_for_sale-53960212-8527-1.html
28.5 Crore,1.1,Kanal,Islamabad,"F-7, Islamabad661.1 Kanal",House,Bathrooms: 6,Servant Quarters: 2,2012,4,2,1,2,,https://www.zameen.com/Property/islamabad_f-7_beautiful_house_for_sale_in_f-7-51958322-165-1.html
7 Crore,1,Kanal,Islamabad,,House,Bathrooms: 8,Servant Quarters: 1,2025,Flooring,1,1,3,,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_1_kanal_triple_storey_modern_luxury_house_for_sale_in_c_block_b-17_near_j7_emporium_park_and_masjid-54143083-3115-1.html
28 Crore,1,Kanal,Islamabad,F-10,House,Bathrooms: 6,Servant Quarters: 1,2026,Double Glazed Windows,1,2,2,,https://www.zameen.com/Property/islamabad_f-10_house_for_sale_in_f-10_islamabad_brand_new_renovated_area_1_kanal-54143848-162-1.html
4.7 Crore,4,Marla,Islamabad,G-11,House,Bathrooms: 4,Kitchens: 2,2025,,,,2,,https://www.zameen.com/Property/islamabad_g-11_house_for_sale_in_g11_islamabad_1_kanal-54143296-168-1.html
23 Crore,1.3,Kanal,Islamabad,"F-10, Islamabad661.3 Kanal",House,Bathrooms: 6,Kitchens: 2,,,,,2,,https://www.zameen.com/Property/islamabad_f-10_house_for_sale_in_f-10_area_666_yard_double_storey-54143726-162-1.html
3.5 Crore,8,Marla,Islamabad,Faisal Town - F-18,House,,,,,,,,,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_brand_new_8_marla_house-53779931-8260-1.html
